Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-25T08:04:33.411Z","Errored, Not Charged","auto","No","1764","0","47802","10921","60487","0.08"
"2025-09-25T05:14:31.464Z","Included","auto","No","1857","6086","99234","1339","108516","0.04"
"2025-09-25T05:08:27.326Z","Included","auto","No","2136","5513","33914","2175","43738","0.03"
"2025-09-25T05:00:22.821Z","Included","auto","No","3604","2277","178096","1210","185187","0.06"
"2025-09-25T04:48:05.898Z","Included","auto","No","5963","0","32270","406","38639","0.02"
"2025-09-24T20:56:54.861Z","Included","gemini-2.5-pro","No","0","3582","134828","2631","141041","0.07"
"2025-09-24T20:54:57.799Z","Included","gemini-2.5-pro","No","0","133511","130561","1747","265819","0.08"
"2025-09-24T20:52:18.527Z","Included","gemini-2.5-pro","No","0","122595","130948","930","254473","0.07"
"2025-09-24T20:50:10.570Z","Included","gemini-2.5-pro","No","0","251882","0","1124","253006","0.19"
"2025-09-24T20:40:00.176Z","Included","gemini-2.5-pro","No","0","123180","126715","619","250514","0.07"
"2025-09-24T20:38:10.118Z","Included","gemini-2.5-pro","No","0","121267","126789","565","248621","0.07"
"2025-09-24T20:37:04.595Z","Included","gemini-2.5-pro","No","0","123803","122500","645","246948","0.07"
"2025-09-24T20:34:23.154Z","Included","gemini-2.5-pro","No","0","254665","117841","1015","373521","0.24"
"2025-09-24T20:26:18.265Z","Included","gemini-2.5-pro","No","0","361364","570668","2638","934670","0.54"
"2025-09-24T20:20:21.248Z","Included","gemini-2.5-pro","No","0","306181","436458","1361","744000","0.43"
"2025-09-24T20:18:26.390Z","Included","gemini-2.5-pro","No","0","189096","8766","1627","199489","0.15"
"2025-09-24T20:13:51.574Z","Included","gemini-2.5-pro","No","0","202502","399258","1567","603327","0.29"
"2025-09-24T20:12:12.210Z","Included","gemini-2.5-pro","No","0","388493","4361","681","393535","0.39"
"2025-09-24T20:07:54.290Z","Included","gemini-2.5-pro","No","0","188076","0","492","188568","0.14"
"2025-09-24T20:05:23.948Z","Included","gemini-2.5-pro","No","0","186047","0","891","186938","0.14"
"2025-09-24T20:00:18.445Z","Included","gemini-2.5-pro","No","0","174130","8847","893","183870","0.13"
"2025-09-24T19:52:26.126Z","Included","gemini-2.5-pro","No","0","290760","278733","1192","570685","0.37"
"2025-09-24T19:32:20.170Z","Included","gemini-2.5-pro","No","0","626977","675437","15722","1318136","0.83"
"2025-09-24T19:30:28.289Z","Included","gemini-2.5-pro","No","0","157968","3930","1588","163486","0.12"
"2025-09-24T19:17:52.685Z","Included","gemini-2.5-pro","No","0","78639","78490","518","157647","0.04"
"2025-09-24T19:14:38.102Z","Included","gemini-2.5-pro","No","0","75574","78438","1780","155792","0.05"
"2025-09-24T19:12:56.336Z","Included","gemini-2.5-pro","No","0","73525","78406","257","152188","0.04"
"2025-09-24T19:11:29.048Z","Included","gemini-2.5-pro","No","0","150582","0","932","151514","0.12"
"2025-09-24T19:07:44.157Z","Errored, Not Charged","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-09-24T19:04:42.428Z","Included","gemini-2.5-pro","No","0","73065","74420","1041","148526","0.05"
"2025-09-24T19:02:34.355Z","Included","gemini-2.5-pro","No","0","72596","74428","101","147125","0.04"
"2025-09-24T19:00:23.446Z","Included","gemini-2.5-pro","No","0","70655","74410","2302","147367","0.05"
"2025-09-24T18:58:20.741Z","Included","gemini-2.5-pro","No","0","68600","74398","927","143925","0.04"
"2025-09-24T18:54:20.038Z","Included","gemini-2.5-pro","No","0","70660","70469","1350","142479","0.05"
"2025-09-24T18:50:02.291Z","Included","gemini-2.5-pro","No","0","205151","7829","568","213548","0.19"
"2025-09-24T18:45:30.149Z","Included","gemini-2.5-pro","No","0","129175","7827","1516","138518","0.10"
"2025-09-24T18:44:18.275Z","Included","gemini-2.5-pro","No","0","135845","0","779","136624","0.10"
"2025-09-24T18:36:08.592Z","Included","gemini-2.5-pro","No","0","114424","50839","984","166247","0.12"
"2025-09-24T16:59:35.897Z","Included","gemini-2.5-pro","No","0","85857","7673","719","94249","0.07"
"2025-09-24T16:40:18.272Z","Included","gemini-2.5-pro","No","0","45337","46002","470","91809","0.03"
"2025-09-24T16:37:04.827Z","Included","gemini-2.5-pro","No","0","88804","0","576","89380","0.07"
"2025-09-24T16:22:05.241Z","Errored, Not Charged","gemini-2.5-pro","No","0","40001","7640","709","48350","0.06"
"2025-09-24T16:15:51.030Z","Included","gemini-2.5-pro","No","0","82014","0","1293","83307","0.07"
"2025-09-24T16:06:10.823Z","Included","gemini-2.5-pro","No","0","77127","46576","1185","124888","0.09"
"2025-09-24T16:02:24.513Z","Included","gemini-2.5-pro","No","0","66073","7581","1552","75206","0.06"
"2025-09-24T15:52:25.003Z","Included","gemini-2.5-pro","No","0","106710","45405","927","153042","0.12"
"2025-09-24T15:46:04.877Z","Included","gemini-2.5-pro","No","0","67257","0","923","68180","0.06"
"2025-09-24T15:43:16.958Z","Included","gemini-2.5-pro","No","0","84327","11194","786","96307","0.09"
"2025-09-24T14:53:02.522Z","Included","gemini-2.5-pro","No","0","58404","0","642","59046","0.05"
"2025-09-24T14:01:09.016Z","Included","gemini-2.5-pro","No","0","53794","0","658","54452","0.05"
"2025-09-24T13:54:32.486Z","Included","gemini-2.5-pro","No","0","45937","3710","845","50492","0.04"
"2025-09-24T13:51:58.015Z","Included","gemini-2.5-pro","No","0","36750","0","396","37146","0.03"
"2025-09-24T13:43:59.950Z","Included","gemini-2.5-pro","No","0","324374","6964","4300","335638","0.08"
"2025-09-24T13:36:44.387Z","Included","gemini-2.5-pro","No","0","2828","318366","1079","322273","0.07"
"2025-09-24T13:33:52.618Z","Included","gemini-2.5-pro","No","0","158173","322964","1669","482806","0.14"
"2025-09-24T13:24:33.565Z","Included","gemini-2.5-pro","No","0","312469","0","472","312941","0.23"
"2025-09-24T12:42:01.704Z","Included","gemini-2.5-pro","No","0","308337","0","260","308597","0.22"
"2025-09-24T12:32:56.679Z","Included","gemini-2.5-pro","No","0","297732","0","828","298560","0.22"
"2025-09-24T08:26:15.360Z","Included","gemini-2.5-pro","No","0","140832","149645","923","291400","0.08"
"2025-09-24T08:22:53.411Z","Included","gemini-2.5-pro","No","0","287936","0","860","288796","0.22"
"2025-09-24T08:10:10.019Z","Included","gemini-2.5-pro","No","0","140138","145471","845","286454","0.07"
"2025-09-24T08:06:23.558Z","Included","gemini-2.5-pro","No","0","282550","0","933","283483","0.21"
"2025-09-24T08:01:43.659Z","Included","gemini-2.5-pro","No","0","273793","0","1421","275214","0.21"
"2025-09-24T07:01:48.005Z","Included","gemini-2.5-pro","No","0","400528","140721","1015","542264","0.42"
"2025-09-23T18:51:05.342Z","Included","gemini-2.5-pro","No","0","256906","0","1712","258618","0.20"
"2025-09-23T18:45:39.648Z","Included","gemini-2.5-pro","No","0","255853","0","185","256038","0.19"
"2025-09-23T12:12:18.577Z","Included","gemini-2.5-pro","No","0","151732","102692","578","255002","0.09"
"2025-09-23T12:09:59.822Z","Included","gemini-2.5-pro","No","0","223068","102557","361","325986","0.21"
"2025-09-23T12:03:25.643Z","Included","gemini-2.5-pro","No","0","112608","179505","1054","293167","0.11"
"2025-09-23T11:59:12.435Z","Included","gemini-2.5-pro","No","0","269380","265065","1422","535867","0.35"
"2025-09-23T07:30:51.771Z","Included","gemini-2.5-pro","No","0","165609","0","267","165876","0.12"
"2025-09-23T07:21:13.433Z","Included","gemini-2.5-pro","No","0","109091","53951","1399","164441","0.12"
"2025-09-23T07:13:58.233Z","Included","gemini-2.5-pro","No","0","104659","49801","935","155395","0.10"
"2025-09-23T07:08:08.230Z","Included","gemini-2.5-pro","No","0","66704","46019","1243","113966","0.09"
"2025-09-23T06:59:18.045Z","Included","gemini-2.5-pro","No","0","24266","53074","942","78282","0.04"
"2025-09-23T06:58:18.428Z","Included","gemini-2.5-pro","No","0","15870","17643","408","33921","0.01"
"2025-09-23T06:57:31.415Z","Included","gemini-2.5-pro","No","0","31504","0","145","31649","0.03"
"2025-09-23T06:54:09.962Z","Included","gemini-2.5-pro","No","0","12545","17430","493","30468","0.01"
"2025-09-23T06:53:03.425Z","Included","gemini-2.5-pro","No","0","14351","13853","389","28593","0.01"
"2025-09-23T06:50:36.425Z","Included","gemini-2.5-pro","No","0","25997","0","661","26658","0.03"
"2025-09-23T06:45:29.755Z","Included","gemini-2.5-pro","No","0","26377","13192","661","40230","0.03"
"2025-09-23T06:35:53.450Z","Included","gemini-2.5-pro","No","0","12066","10111","245","22422","0.01"
"2025-09-23T06:32:46.407Z","Included","gemini-2.5-pro","No","0","31262","52781","1365","85408","0.06"
"2025-09-23T06:12:59.586Z","Included","gemini-2.5-pro","No","0","7926","6390","554","14870","0.01"
"2025-09-23T06:11:09.627Z","Included","gemini-2.5-pro","No","0","17348","39024","1075","57447","0.04"
"2025-09-22T15:54:04.788Z","Included","gemini-2.5-pro","No","0","154727","8311","437","163475","0.12"
"2025-09-22T15:52:14.377Z","Included","gemini-2.5-pro","No","0","173876","8313","616","182805","0.18"
"2025-09-22T15:51:37.314Z","Included","gemini-2.5-pro","No","0","44806","50068","218","95092","0.03"
"2025-09-22T15:48:55.893Z","Included","gemini-2.5-pro","No","0","86066","7699","386","94151","0.07"
"2025-09-22T15:47:47.571Z","Included","gemini-2.5-pro","No","0","134420","7658","411","142489","0.13"
"2025-09-22T14:31:45.177Z","Included","gemini-2.5-pro","No","0","79543","7651","559","87753","0.07"
"2025-09-22T14:18:25.546Z","Included","gemini-2.5-pro","No","0","42567","38159","206","80932","0.03"
"2025-09-22T14:14:14.211Z","Included","gemini-2.5-pro","No","0","149278","11300","870","161448","0.16"
"2025-09-22T14:05:30.609Z","Included","gemini-2.5-pro","No","0","98413","7306","654","106373","0.10"
"2025-09-22T14:02:55.324Z","Included","gemini-2.5-pro","No","0","63102","0","327","63429","0.05"
"2025-09-22T13:57:18.238Z","Included","gemini-2.5-pro","No","0","53141","7450","785","61376","0.05"
"2025-09-22T13:37:26.165Z","Included","gemini-2.5-pro","No","0","57989","0","1064","59053","0.05"
"2025-09-22T13:28:23.838Z","Included","gemini-2.5-pro","No","0","42667","7339","698","50704","0.04"
"2025-09-22T13:18:37.338Z","Included","gemini-2.5-pro","No","0","38232","0","372","38604","0.04"
"2025-09-22T13:08:22.485Z","Included","gemini-2.5-pro","No","0","27339","7095","655","35089","0.03"
"2025-09-22T12:43:38.083Z","Included","gemini-2.5-pro","No","0","28670","5841","5574","40085","0.10"
"2025-09-22T09:03:14.568Z","Included","gemini-2.5-pro","No","0","184926","7846","459","193231","0.14"
"2025-09-22T08:59:18.034Z","Included","gemini-2.5-pro","No","0","211929","484707","1547","698183","0.34"
"2025-09-22T08:56:53.556Z","Included","gemini-2.5-pro","No","0","282553","97597","892","381042","0.30"
"2025-09-22T08:41:32.488Z","Included","gemini-2.5-pro","No","0","87130","94141","246","181517","0.05"
"2025-09-22T08:39:54.812Z","Included","gemini-2.5-pro","No","0","375942","94056","676","470674","0.41"
"2025-09-22T08:39:03.621Z","Included","gemini-2.5-pro","No","0","274779","0","224","275003","0.25"
"2025-09-22T08:37:47.533Z","Included","gemini-2.5-pro","No","0","91317","181852","288","273457","0.15"
"2025-09-22T08:34:33.727Z","Included","gemini-2.5-pro","No","0","450936","7835","1096","459867","0.49"
"2025-09-22T08:33:08.687Z","Included","gemini-2.5-pro","No","0","173685","0","235","173920","0.13"
"2025-09-22T08:28:41.160Z","Included","gemini-2.5-pro","No","0","169495","187668","1139","358302","0.19"
"2025-09-22T08:24:03.785Z","Included","gemini-2.5-pro","No","0","79831","86330","1070","167231","0.05"
"2025-09-22T08:20:11.456Z","Included","gemini-2.5-pro","No","0","333252","94132","716","428100","0.37"
"2025-09-22T08:00:17.505Z","Included","gemini-2.5-pro","No","0","75507","86328","77","161912","0.04"
"2025-09-22T07:59:06.282Z","Included","gemini-2.5-pro","No","0","78520","82392","347","161259","0.05"
"2025-09-22T07:56:33.081Z","Included","gemini-2.5-pro","No","0","158043","0","680","158723","0.12"
"2025-09-22T07:46:33.949Z","Included","gemini-2.5-pro","No","0","844523","210488","2328","1057339","1.07"
"2025-09-22T07:31:44.033Z","Included","gemini-2.5-pro","No","0","134858","7842","702","143402","0.11"
"2025-09-22T07:10:14.699Z","Included","gemini-2.5-pro","No","0","1214652","972881","6449","2193982","1.88"
"2025-09-22T06:53:44.121Z","Included","grok-code-fast-1","No","0","157704","1383616","795","1542115","0.05"
"2025-09-22T06:46:56.301Z","Included","grok-code-fast-1","No","0","143764","1780992","3282","1928038","0.07"
"2025-09-22T06:39:44.797Z","Included","grok-code-fast-1","No","0","359031","2340928","1965","2701924","0.11"
"2025-09-22T06:08:05.651Z","Included","grok-code-fast-1","No","0","829126","6349312","4670","7183108","0.29"
"2025-09-22T05:53:31.814Z","Included","grok-code-fast-1","No","0","375707","3634688","3249","4013644","0.15"
"2025-09-22T05:27:12.890Z","Included","grok-code-fast-1","No","0","115479","750464","4236","870179","0.04"
"2025-09-21T21:09:40.973Z","Included","auto","No","11276","108227","1715351","3208","1838062","0.60"
"2025-09-21T21:06:02.121Z","Included","auto","No","8910","100678","1219493","2553","1331634","0.46"
"2025-09-21T21:00:13.430Z","Included","auto","No","105213","92286","1591486","3614","1792599","0.67"
"2025-09-21T20:52:50.733Z","Included","auto","No","93888","78973","1040026","2648","1215535","0.49"
"2025-09-21T20:35:49.942Z","Included","auto","No","89863","62432","576573","1901","730769","0.35"
"2025-09-21T20:24:29.317Z","Included","auto","No","37520","23614","807948","2877","871959","0.30"
"2025-09-21T20:20:57.702Z","Included","auto","No","5088","20851","210428","1293","237660","0.09"
"2025-09-21T20:19:27.548Z","Included","auto","No","714","20195","38639","537","60085","0.04"
"2025-09-21T20:03:50.128Z","Included","auto","No","27717","40","1189057","10916","1227730","0.40"
"2025-09-21T19:56:44.385Z","Included","auto","No","120165","111211","656562","12026","899964","0.53"
"2025-09-21T19:53:41.004Z","Included","auto","No","16921","91866","727944","6395","843126","0.36"
"2025-09-21T19:50:21.751Z","Included","auto","No","90700","90598","104627","900","286825","0.26"
"2025-09-21T19:48:30.830Z","Included","auto","No","540","10686","26190","148","37564","0.02"
"2025-09-21T19:41:49.025Z","Included","auto","No","13431","2206","529480","5565","550682","0.19"
"2025-09-21T19:38:21.298Z","Included","auto","No","792","1535","11967","432","14726","0.01"
"2025-09-21T19:36:34.975Z","Included","auto","No","1045","8","22444","953","24450","0.01"
"2025-09-21T13:22:28.340Z","Included","auto","No","89486","50458","919797","3107","1062848","0.42"
"2025-09-21T13:12:20.674Z","Included","auto","No","50035","18","556332","4293","610678","0.23"
"2025-09-20T16:25:15.529Z","Included","auto","No","4089","7861","59784","461","72195","0.03"
"2025-09-20T16:23:42.515Z","Included","auto","No","1074","7438","38080","274","46866","0.02"
"2025-09-20T16:22:23.526Z","Included","auto","No","2255","5674","198355","977","207261","0.07"
"2025-09-20T16:21:10.707Z","Included","auto","No","235","5251","16725","338","22549","0.01"
"2025-09-20T16:18:47.625Z","Included","auto","No","3380","2045","250381","1074","256880","0.08"
"2025-09-20T16:18:07.686Z","Included","auto","No","6092","1546","33587","272","41497","0.02"
"2025-09-20T12:30:44.542Z","Included","auto","No","287","1311","12563","86","14247","0.01"
"2025-09-20T12:30:02.531Z","Included","auto","No","382","917","24641","152","26092","0.01"
"2025-09-20T12:29:48.720Z","Included","auto","No","4974","0","7210","201","12385","0.01"
"2025-09-20T12:13:47.190Z","Included","auto","No","10724","0","127783","1843","140350","0.06"
"2025-09-20T12:04:43.002Z","Included","auto","No","8005","18","194919","2477","205419","0.07"
"2025-09-20T11:56:35.457Z","Included","auto","No","16432","10684","10770","456","38342","0.04"
"2025-09-20T11:52:47.454Z","Included","auto","No","1907","10272","47858","750","60787","0.03"
"2025-09-20T11:48:39.248Z","Included","auto","No","12847","24","109511","2785","125167","0.06"
"2025-09-19T19:30:37.935Z","Included","auto","No","4660","0","40264","773","45697","0.02"
"2025-09-19T19:09:15.824Z","Included","auto","No","10161","14","43851","3006","57032","0.04"
"2025-09-19T18:58:25.571Z","Included","auto","No","81256","50443","1107919","4824","1244442","0.47"
"2025-09-19T18:50:59.506Z","Included","auto","No","68146","48988","322299","1449","440882","0.24"
"2025-09-19T18:41:53.069Z","Included","auto","No","9634","43034","634296","4582","691546","0.25"
"2025-09-19T18:37:19.847Z","Included","auto","No","6452","38564","312842","3230","361088","0.15"
"2025-09-19T18:33:05.857Z","Included","auto","No","48519","35166","337543","4382","425610","0.22"
"2025-09-19T18:19:26.744Z","Included","auto","No","38700","33","213616","3895","256244","0.13"
"2025-09-19T18:01:42.294Z","Included","auto","No","6945","13747","307371","1896","329959","0.11"
"2025-09-19T17:57:45.861Z","Included","auto","No","32956","6979","239789","3420","283144","0.13"
"2025-09-19T17:06:07.891Z","Included","auto","No","1978","5256","75094","462","82790","0.03"
"2025-09-19T17:00:29.146Z","Included","auto","No","6756","0","142878","1442","151076","0.05"
"2025-09-19T16:46:49.776Z","Included","auto","No","199877","182127","2294559","3476","2680039","1.07"
"2025-09-19T16:35:40.952Z","Errored, Not Charged","auto","No","191932","3361","3384900","4337","3584530","1.12"
"2025-09-19T16:15:06.403Z","Included","auto","No","179038","32","3225516","11928","3416514","1.10"
"2025-09-19T14:50:15.116Z","Included","auto","No","42348","24","516623","3784","562779","0.20"
"2025-09-19T14:29:49.357Z","Included","auto","No","52598","0","758424","7301","818323","0.30"
"2025-09-19T09:13:38.742Z","Included","auto","No","32588","4498","432915","3286","473287","0.17"
"2025-09-19T09:11:44.750Z","Included","auto","No","6383","24","70363","1941","78711","0.04"
"2025-09-18T20:32:33.826Z","Included","auto","No","621","54259","88350","739","143969","0.10"
"2025-09-18T20:29:54.965Z","Included","auto","No","6151","50839","682114","2717","741821","0.26"
"2025-09-18T20:27:18.866Z","Included","auto","No","71108","42301","325391","1837","440637","0.23"
"2025-09-18T20:18:40.416Z","Included","auto","No","4585","38707","351047","2447","396786","0.16"
"2025-09-18T20:17:09.342Z","Included","auto","No","113","37656","68249","487","106505","0.07"
"2025-09-18T20:15:16.296Z","Errored, Not Charged","auto","No","1355","38353","65842","637","106187","0.07"
"2025-09-18T20:12:56.049Z","Included","auto","No","486","36753","65356","856","103451","0.07"
"2025-09-18T20:09:34.337Z","Included","auto","No","10135","32967","1092302","4265","1139669","0.35"
"2025-09-18T20:09:12.333Z","Errored, Not Charged","auto","No","44130","33388","11091","193","88802","0.10"
"2025-09-18T19:57:29.286Z","Included","auto","No","43112","11602","1308376","8906","1371996","0.45"
"2025-09-18T19:42:46.204Z","Included","auto","No","1296","25335","50120","539","77290","0.05"
"2025-09-18T19:41:32.910Z","Included","auto","No","968","24618","49152","1158","75896","0.05"
"2025-09-18T19:40:41.935Z","Included","auto","No","588","24055","48564","814","74021","0.05"
"2025-09-18T19:39:00.704Z","Included","auto","No","37473","22043","151276","1665","212457","0.12"
"2025-09-18T19:29:51.284Z","Included","auto","No","34410","24524","99353","1593","159880","0.11"
"2025-09-18T19:20:40.195Z","Included","auto","No","32138","20246","96448","1158","149990","0.10"
"2025-09-18T17:36:44.279Z","Included","auto","No","946","23816","35102","1168","61032","0.05"
"2025-09-18T17:35:49.117Z","Included","auto","No","24011","14150","11091","524","49776","0.05"
"2025-09-18T17:25:09.361Z","Included","auto","No","8280","8644","339758","3833","360515","0.13"
"2025-09-18T17:19:57.838Z","Included","auto","No","10679","1726","440616","5132","458153","0.16"
"2025-09-18T17:17:07.923Z","Included","auto","No","4183","12","40967","997","46159","0.02"
"2025-09-18T17:08:23.036Z","Errored, Not Charged","auto","No","4159","11102","188071","1795","205127","0.08"
"2025-09-18T17:04:58.509Z","Included","auto","No","2138","9482","45636","1609","58865","0.04"
"2025-09-18T17:03:32.917Z","Included","auto","No","11294","23","78650","1438","91405","0.04"
"2025-09-18T16:58:09.185Z","Included","auto","No","10929","2086","371245","4998","389258","0.14"
"2025-09-18T16:56:41.727Z","Included","auto","No","5099","14","41584","777","47474","0.02"
"2025-09-18T16:43:34.110Z","Included","auto","No","8310","47230","599081","4341","658962","0.25"
"2025-09-18T16:39:42.900Z","Included","auto","No","59620","41323","614787","4070","719800","0.30"
"2025-09-18T16:24:15.302Z","Included","auto","No","50237","37346","418982","4201","510766","0.24"
"2025-09-18T16:14:51.923Z","Included","auto","No","43197","31951","370217","3205","448570","0.21"
"2025-09-18T16:11:13.123Z","Included","auto","No","1979","30760","41478","298","74515","0.05"
"2025-09-18T16:09:49.027Z","Included","auto","No","34124","29791","7354","1790","73059","0.09"
"2025-09-18T16:08:36.635Z","Included","auto","No","33591","29588","11091","261","74531","0.08"
"2025-09-18T16:00:51.582Z","Included","auto","No","31088","28310","11091","2066","72555","0.09"
"2025-09-18T15:51:58.516Z","Included","auto","No","29520","14","66381","1995","97910","0.07"
"2025-09-18T14:52:20.791Z","Included","auto","No","5096","34608","255272","2573","297549","0.13"
"2025-09-18T14:49:59.195Z","Included","auto","No","1157","33610","47132","1399","83298","0.06"
"2025-09-18T14:45:41.021Z","Errored, Not Charged","auto","No","461","363","46671","794","48289","0.02"
"2025-09-18T14:42:58.744Z","Included","auto","No","35580","21","162839","1999","200439","0.10"
"2025-09-17T18:11:22.937Z","Included","auto","No","4150","13694","386313","2586","406743","0.13"
"2025-09-17T18:10:14.009Z","Included","auto","No","22215","12809","199828","1475","236327","0.10"
"2025-09-17T17:50:26.105Z","Included","auto","No","13760","7682","192140","2488","216070","0.09"
"2025-09-17T17:49:26.849Z","Included","auto","No","1098","7901","18696","1235","28930","0.02"
"2025-09-17T17:48:01.563Z","Included","auto","No","7605","12","47658","1596","56871","0.03"
"2025-09-17T17:39:01.505Z","Included","auto","No","19407","19","565148","6287","590861","0.20"
"2025-09-17T16:49:50.150Z","Included","auto","No","2377","18283","117741","797","139198","0.06"
"2025-09-17T16:43:12.148Z","Included","auto","No","27124","24","643421","7679","678248","0.24"
"2025-09-17T16:28:21.149Z","Included","auto","No","23282","11484","372805","5485","413056","0.17"
"2025-09-17T16:21:03.092Z","Included","auto","No","13726","26","243237","4296","261285","0.10"
"2025-09-17T16:02:24.609Z","Included","auto","No","120237","106407","1133734","2343","1362721","0.58"
"2025-09-17T15:58:18.610Z","Included","auto","No","5671","103691","2216215","3126","2328703","0.71"
"2025-09-17T15:53:46.223Z","Included","auto","No","2346","102696","498001","952","603995","0.26"
"2025-09-17T15:48:17.069Z","Included","auto","No","3909","100526","979247","2920","1086602","0.39"
"2025-09-17T15:45:12.280Z","Included","auto","No","150103","99047","1284638","3843","1537631","0.66"
"2025-09-17T14:48:08.705Z","Included","auto","No","2422","96791","461651","2443","563307","0.25"
"2025-09-17T14:46:56.787Z","Included","auto","No","741","96368","305945","927","403981","0.20"
"2025-09-17T14:45:07.623Z","Included","auto","No","2462","96435","301291","1066","401254","0.21"
"2025-09-17T14:39:03.869Z","Included","auto","No","11029","94287","1448377","9135","1562828","0.55"
"2025-09-17T14:32:54.771Z","Included","auto","No","128110","135563","1041772","8202","1313647","0.64"
"2025-09-17T14:18:16.411Z","Included","auto","No","4975","40930","1114758","2605","1163268","0.35"
"2025-09-17T14:15:25.641Z","Included","auto","No","3798","38828","751940","2022","796588","0.25"
"2025-09-17T14:08:46.537Z","Included","auto","No","61932","35506","627315","5640","730393","0.31"
"2025-09-17T13:58:56.064Z","Included","auto","No","53474","33398","623887","5104","715863","0.30"
"2025-09-17T13:52:36.867Z","Included","auto","No","45881","34372","340936","2949","424138","0.20"
"2025-09-17T13:34:35.759Z","Included","auto","No","38934","32","912818","8068","959852","0.33"
"2025-09-17T13:24:06.707Z","Included","auto","No","2313","24061","176875","665","203914","0.08"
"2025-09-17T13:19:14.258Z","Included","auto","No","841","21817","100602","454","123714","0.06"
"2025-09-17T13:16:33.454Z","Included","auto","No","5586","19472","214899","966","240923","0.09"
"2025-09-17T12:53:27.121Z","Included","auto","No","19700","0","425282","5208","450190","0.16"
"2025-09-17T12:36:42.320Z","Included","auto","No","37924","157182","6421732","15323","6632161","1.94"
"2025-09-17T12:31:22.460Z","Included","auto","No","146690","21","1102020","805","1249536","0.46"
"2025-09-16T20:53:33.576Z","Included","auto","No","6117","66614","772701","1224","846656","0.29"
"2025-09-16T20:51:18.242Z","Included","auto","No","17690","42446","408640","738","469514","0.18"
"2025-09-16T20:47:42.500Z","Included","auto","No","3219","38986","467743","815","510763","0.17"
"2025-09-16T20:46:53.324Z","Included","auto","No","408","38595","45032","278","84313","0.06"
"2025-09-16T20:45:11.503Z","Included","auto","No","588","38198","44445","256","83487","0.06"
"2025-09-16T20:40:11.820Z","Included","auto","No","14764","26753","584473","986","626976","0.20"
"2025-09-16T20:25:54.179Z","Included","auto","No","128250","162505","2917140","13597","3221492","1.17"
"2025-09-16T20:09:18.037Z","Included","auto","No","751","79812","99018","80","179661","0.13"
"2025-09-16T19:58:43.375Z","Included","auto","No","794","79036","98225","362","178417","0.13"
"2025-09-16T19:42:34.168Z","Included","auto","No","13569","66542","2864765","4821","2949697","0.85"
"2025-09-16T19:40:30.516Z","Included","auto","No","3046","63936","912156","837","979975","0.32"
"2025-09-16T19:32:03.330Z","Included","auto","No","10163","54150","2625611","2930","2692854","0.75"
"2025-09-16T19:27:43.998Z","Included","auto","No","4908","50538","1033280","2720","1091446","0.34"
"2025-09-16T19:21:17.418Z","Included","auto","No","15534","45048","1634264","2158","1697004","0.50"
"2025-09-16T19:12:27.403Z","Included","auto","No","52485","32731","1792110","3673","1880999","0.58"
"2025-09-16T19:02:58.615Z","Included","auto","No","5523","31081","571938","4071","612613","0.21"
"2025-09-16T18:57:41.885Z","Included","auto","No","3414","29470","359590","2832","395306","0.15"
"2025-09-16T18:44:44.570Z","Included","auto","No","5469","0","572108","1791","579368","0.16"
"2025-09-16T18:36:20.417Z","Included","auto","No","2349","22663","189508","629","215149","0.08"
"2025-09-16T18:16:14.419Z","Included","auto","No","7483","15991","586966","2496","612936","0.19"
"2025-09-16T18:12:11.703Z","Included","auto","No","15832","13225","137195","1053","167305","0.08"
"2025-09-16T17:11:01.181Z","Included","auto","No","2209","8996","118367","694","130266","0.05"
"2025-09-16T17:05:45.717Z","Included","auto","No","8129","0","265719","2271","276119","0.09"
"2025-09-16T16:51:48.527Z","Included","auto","No","6208","4890","301942","1680","314720","0.10"
"2025-09-16T16:48:36.396Z","Included","auto","No","3567","0","15429","423","19419","0.01"
"2025-09-16T16:39:18.362Z","Included","auto","No","373","7676","14517","232","22798","0.02"
"2025-09-16T16:38:24.416Z","Included","auto","No","431","7310","14087","288","22116","0.01"
"2025-09-16T16:37:18.885Z","Included","auto","No","480","6906","13608","320","21314","0.01"
"2025-09-16T16:24:47.160Z","Included","auto","No","3827","3022","220606","1190","228645","0.07"
"2025-09-16T16:22:41.752Z","Included","auto","No","1749","1284","62391","808","66232","0.02"
"2025-09-16T16:22:06.229Z","Included","auto","No","325","1001","7734","268","9328","0.01"
"2025-09-16T16:20:17.053Z","Included","auto","No","244","703","7491","299","8737","0.005"
"2025-09-16T16:19:33.124Z","Included","auto","No","382","0","7110","211","7703","0.004"
"2025-09-16T16:17:22.649Z","Included","auto","No","361","8551","15218","351","24481","0.02"
"2025-09-16T16:14:19.597Z","Included","auto","No","602","8207","14617","220","23646","0.02"
"2025-09-16T16:01:35.225Z","Included","auto","No","7512","6473","62233","883","77101","0.04"
"2025-09-15T20:52:49.054Z","Included","auto","No","22380","12620","1414516","12261","1461777","0.47"
"2025-09-15T20:35:40.436Z","Included","auto","No","22291","881","459884","18289","501345","0.25"
"2025-09-15T20:34:26.204Z","Included","auto","No","963","0","22513","388","23864","0.01"
"2025-09-15T20:27:43.897Z","Included","auto","No","8414","39594","426213","6379","480600","0.20"
