Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-12T12:18:39.268Z","Included","auto","No","17372","12828","40594","1765","72559","0.06"
"2025-10-12T12:02:54.693Z","Included","auto","No","63266","16762","825765","6751","912544","0.35"
"2025-10-12T11:58:49.049Z","Included","auto","No","21475","13031","181889","3173","219568","0.11"
"2025-10-12T11:45:04.570Z","Included","auto","No","51910","33655","402072","12299","499936","0.28"
"2025-10-11T16:34:03.474Z","Included","auto","No","0","2009","54475","1393","57877","0.02"
"2025-10-11T16:28:17.080Z","Included","auto","No","5702","33173","1140629","4152","1183656","0.36"
"2025-10-11T16:20:20.020Z","Included","auto","No","124500","48092","2187122","13948","2373662","0.85"
"2025-10-11T16:11:55.133Z","Included","auto","No","42720","17588","785273","5558","851139","0.31"
"2025-10-11T16:07:30.225Z","Included","auto","No","0","12157","485139","4955","502251","0.17"
"2025-10-11T15:59:32.925Z","Included","auto","No","0","4113","128628","2030","134771","0.05"
"2025-10-11T15:55:15.420Z","Included","auto","No","749","19216","429267","6888","456120","0.17"
"2025-10-11T15:23:55.657Z","Included","auto","No","0","2020","403504","892","406416","0.11"
"2025-10-11T15:17:57.379Z","Included","auto","No","0","31564","1558607","7242","1597413","0.47"
"2025-10-11T15:16:01.360Z","Included","auto","No","0","15648","751099","4906","771653","0.24"
"2025-10-11T15:12:41.879Z","Included","auto","No","0","77322","105397","4558","187277","0.15"
"2025-10-11T14:31:30.453Z","Included","auto","No","5648","1944","93278","6470","107340","0.07"
"2025-10-11T14:28:39.732Z","Included","auto","No","36490","1786","56772","5911","100959","0.10"
"2025-10-11T14:26:26.265Z","Errored, Not Charged","auto","No","40545","16996","141184","2082","200807","0.12"
"2025-10-11T14:22:31.956Z","Included","auto","No","33438","24792","67123","4073","129426","0.11"
"2025-10-11T14:19:08.253Z","Included","auto","No","3704","23378","19693","2412","49187","0.05"
"2025-10-11T12:58:52.072Z","Included","auto","No","5029","14150","33968","13374","66521","0.11"
"2025-10-11T12:50:54.502Z","Included","auto","No","8233","13789","523124","7656","552802","0.20"
"2025-10-11T12:46:01.693Z","Included","auto","No","1227","1832","260402","2025","265486","0.08"
"2025-10-11T12:42:57.087Z","Included","auto","No","4675","1851","255722","1199","263447","0.08"
"2025-10-11T12:35:53.015Z","Included","auto","No","6013","4849","1532786","4243","1547891","0.42"
"2025-10-11T12:31:12.628Z","Included","auto","No","1276","1610","253030","1612","257528","0.08"
"2025-10-11T12:29:34.530Z","Included","auto","No","1333","1786","251607","819","255545","0.07"
"2025-10-11T12:24:40.068Z","Included","auto","No","4813","2268","998579","1038","1006698","0.26"
"2025-10-11T12:22:05.060Z","Included","auto","No","237979","3699","258026","2983","502687","0.38"
"2025-10-11T12:14:24.695Z","Included","auto","No","238022","24802","4006037","6603","4275464","1.37"
"2025-10-11T09:09:02.252Z","Included","auto","No","3530","4405","438425","3617","449977","0.14"
"2025-10-11T09:04:57.342Z","Included","auto","No","3180","5845","1524587","2034","1535646","0.40"
"2025-10-11T09:01:10.056Z","Included","auto","No","205671","2312","11396","489","219868","0.27"
"2025-10-11T08:38:26.301Z","Included","auto","No","205942","5901","221288","873","434004","0.33"
"2025-10-11T08:29:21.329Z","Included","auto","No","201714","12037","1668259","3566","1885576","0.71"
"2025-10-11T08:23:12.602Z","Included","auto","No","30563","39051","3406781","5235","3481630","0.97"
"2025-10-11T08:17:51.652Z","Included","auto","No","1961","31224","2136349","5938","2175472","0.61"
"2025-10-11T08:15:27.248Z","Included","auto","No","321","4415","838355","2026","845117","0.23"
"2025-10-11T08:12:01.607Z","Included","auto","No","921","3244","543421","1611","549197","0.15"
"2025-10-11T08:10:23.408Z","Included","auto","No","0","2073","135173","1048","138294","0.04"
"2025-10-11T07:54:25.455Z","Included","auto","No","2785","3386","524703","1891","532765","0.15"
"2025-10-11T07:41:42.798Z","Included","auto","No","552","9578","1270632","3307","1284069","0.35"
"2025-10-11T07:39:19.418Z","Included","auto","No","4494","3907","366404","2200","377005","0.12"
"2025-10-11T07:36:06.118Z","Included","auto","No","0","5333","718658","2907","726898","0.20"
"2025-10-11T07:27:11.229Z","Included","auto","No","0","5479","345504","2108","353091","0.11"
"2025-10-11T07:22:44.031Z","Included","auto","No","927","6446","664396","3063","674832","0.19"
"2025-10-11T07:19:03.716Z","Included","auto","No","0","5168","534131","2387","541686","0.15"
"2025-10-11T07:06:47.449Z","Included","auto","No","1240","3749","43594","1496","50079","0.03"
"2025-10-11T06:52:57.930Z","Included","auto","No","0","1706","106177","661","108544","0.03"
"2025-10-11T06:40:46.077Z","Included","auto","No","37777","75300","1348944","12734","1474755","0.55"
"2025-10-11T06:31:26.758Z","Included","auto","No","33234","27809","812452","11115","884610","0.35"
"2025-10-11T06:21:26.291Z","Included","auto","No","647","16792","67736","2467","87642","0.05"
"2025-10-10T20:48:44.827Z","Included","auto","No","15434","1110","12092","597","29233","0.03"
"2025-10-10T20:43:11.695Z","Included","auto","No","59215","2789","890880","12408","965292","0.37"
"2025-10-10T20:37:05.839Z","Included","auto","No","41331","26461","70496","5720","144008","0.14"
"2025-10-10T20:30:58.496Z","Included","auto","No","12561","24938","2001863","5429","2044791","0.58"
"2025-10-10T20:25:30.224Z","Included","auto","No","176678","34002","1843725","6070","2060475","0.76"
"2025-10-10T20:20:12.245Z","Included","auto","No","148655","3067","12248","1785","165755","0.20"
"2025-10-10T20:10:38.085Z","Included","auto","No","152675","1773","615061","19036","788545","0.46"
"2025-10-10T20:03:45.086Z","Included","auto","No","126597","1747","1061186","15791","1205321","0.52"
"2025-10-10T19:56:06.235Z","Included","auto","No","9677","2026","108812","908","121423","0.05"
"2025-10-10T19:50:02.764Z","Included","auto","No","10526","1660","542100","4733","559019","0.18"
"2025-10-10T19:45:11.101Z","Included","auto","No","93812","2963","12307","1214","110296","0.13"
"2025-10-10T19:32:57.551Z","Included","auto","No","103143","2036","952441","7934","1065554","0.42"
"2025-10-10T19:18:33.437Z","Included","auto","No","74230","2682","175525","2813","255250","0.16"
"2025-10-10T19:01:09.520Z","Included","auto","No","69444","2852","741569","5521","819386","0.31"
"2025-10-10T18:44:45.557Z","Included","auto","No","141197","67618","790192","14691","1013698","0.55"
"2025-10-10T18:27:00.093Z","Included","auto","No","101331","1740","742005","3417","848493","0.33"
"2025-10-10T18:01:16.571Z","Included","auto","No","98697","1771","1176126","3746","1280340","0.44"
"2025-10-10T17:54:20.722Z","Included","auto","No","1726","1766","93768","1128","98388","0.03"
"2025-10-10T17:47:06.274Z","Included","auto","No","8180","1892","1493881","3931","1507884","0.41"
"2025-10-10T17:40:46.789Z","Included","auto","No","3848","1452","410907","2168","418375","0.12"
"2025-10-10T17:32:46.397Z","Included","auto","No","77181","27906","1271770","5989","1382846","0.49"
"2025-10-10T15:19:07.241Z","Included","auto","No","49192","0","358010","910","408112","0.16"
"2025-10-10T15:05:58.952Z","Included","auto","No","55695","109707","1646484","23204","1835090","0.76"
"2025-10-10T14:32:36.777Z","Included","auto","No","17118","17072","2202551","7689","2244430","0.64"
"2025-10-10T14:25:36.599Z","Included","auto","No","200109","24845","2451180","6959","2683093","0.94"
"2025-10-10T14:14:28.995Z","Included","auto","No","185426","33733","3071220","17522","3307901","1.15"
"2025-10-10T14:05:35.580Z","Included","auto","No","2175","1587","161403","2861","168026","0.06"
"2025-10-10T14:02:21.193Z","Included","auto","No","7063","6436","953181","1876","968556","0.27"
"2025-10-10T13:57:35.491Z","Included","auto","No","15711","22196","1464720","6991","1509618","0.46"
"2025-10-10T13:53:00.859Z","Included","auto","No","15979","19435","1453032","7779","1496225","0.45"
"2025-10-10T13:47:40.883Z","Included","auto","No","111684","34315","2569661","10441","2726101","0.89"
"2025-10-10T13:39:30.020Z","Included","auto","No","5383","1162","192321","4353","203219","0.08"
"2025-10-10T13:32:54.721Z","Included","auto","No","85074","2069","1005229","5109","1097481","0.39"
"2025-10-10T13:20:18.107Z","Included","auto","No","15375","1488","976852","8323","1002038","0.32"
"2025-10-10T13:13:52.809Z","Included","auto","No","57970","1204","529036","3499","591709","0.23"
"2025-10-10T13:10:42.462Z","Included","auto","No","29977","642","184203","1429","216251","0.09"
"2025-10-10T13:01:41.376Z","Included","auto","No","115272","571","701663","1950","819456","0.33"
"2025-10-10T09:48:18.660Z","Included","auto","No","18624","1048","1089987","3969","1113628","0.32"
"2025-10-10T09:43:05.785Z","Included","auto","No","98360","2046","1413149","5527","1519082","0.51"
"2025-10-10T09:35:36.149Z","Included","auto","No","116225","6627","10943","1433","135228","0.16"
"2025-10-10T09:23:13.423Z","Included","auto","No","123114","101883","3855083","28022","4108102","1.41"
"2025-10-10T09:20:51.096Z","Included","auto","No","2815","319","66715","4984","74833","0.05"
"2025-10-10T09:16:01.185Z","Included","auto","No","66715","1939","804","3393","72851","0.11"
"2025-10-10T09:05:59.573Z","Included","auto","No","1503","15360","102129","2423","121415","0.06"
"2025-10-10T09:02:33.507Z","Aborted, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-10-10T08:57:37.451Z","Included","auto","No","49403","714","754","1718","52589","0.07"
"2025-10-10T08:50:06.909Z","Included","auto","No","37209","222","11807","851","50089","0.05"
"2025-10-10T07:47:41.187Z","Included","auto","No","0","34938","287071","3166","325175","0.13"
"2025-10-10T07:43:47.498Z","Included","auto","No","0","11607","195752","3233","210592","0.08"
"2025-10-09T22:14:23.914Z","Included","auto","No","65507","966","10859","706","78038","0.09"
"2025-10-09T22:11:28.921Z","Included","auto","No","49585","34088","603482","4135","691290","0.28"
"2025-10-09T22:02:34.735Z","Included","auto","No","25089","43670","900487","8730","977976","0.36"
"2025-10-09T21:56:42.300Z","Included","auto","No","16831","33793","199320","3325","253269","0.13"
"2025-10-09T21:36:39.910Z","Included","auto","No","93477","2384","10851","737","107449","0.13"
"2025-10-09T21:26:41.084Z","Included","auto","No","107839","3385","2645452","14446","2771122","0.89"
"2025-10-09T21:21:44.228Z","Included","auto","No","51299","1064","379554","6740","438657","0.20"
"2025-10-09T21:13:50.675Z","Included","auto","No","50674","10519","164464","2715","228372","0.13"
"2025-10-09T20:56:27.881Z","Included","auto","No","87770","2299","2353593","15599","2459261","0.79"
"2025-10-09T20:49:02.576Z","Included","auto","No","28447","1991","921255","11577","963270","0.34"
"2025-10-09T20:48:21.022Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-10-09T20:43:26.573Z","Included","auto","No","30474","10149","235262","4141","280026","0.13"
"2025-10-09T20:29:29.419Z","Included","auto","No","323150","1739","4904551","7693","5237133","1.68"
"2025-10-09T20:20:07.481Z","Included","auto","No","309036","1535","2850866","4614","3166051","1.13"
"2025-10-09T20:13:42.746Z","Included","auto","No","11004","1549","2450227","4578","2467358","0.66"
"2025-10-09T20:09:22.282Z","Included","auto","No","289704","1928","10997","1564","304193","0.38"
"2025-10-09T20:04:03.899Z","Included","auto","No","290447","1475","2978733","4821","3275476","1.14"
"2025-10-09T19:55:59.047Z","Included","auto","No","281432","1632","3406668","8717","3698449","1.26"
"2025-10-09T19:47:15.656Z","Included","auto","No","21727","1941","5565569","7184","5596421","1.46"
"2025-10-09T19:43:29.845Z","Included","auto","No","6842","1249","1267982","2124","1278197","0.34"
"2025-10-09T19:40:55.257Z","Included","auto","No","242339","808","260246","697","504090","0.37"
"2025-10-09T19:28:41.001Z","Included","auto","No","45464","648","11386748","18647","11451507","3.02"
"2025-10-09T19:25:01.541Z","Included","auto","No","4103","1028","205220","582","210933","0.06"
"2025-10-09T19:20:08.021Z","Included","auto","No","7862","1082","613581","2560","625085","0.18"
"2025-10-09T19:15:18.134Z","Included","auto","No","12282","1044","597066","2890","613282","0.18"
"2025-10-09T19:10:39.668Z","Included","auto","No","377680","1174","608647","4862","992363","0.65"
"2025-10-09T19:04:30.026Z","Included","auto","No","15400","1182","742290","4188","763060","0.23"
"2025-10-09T18:59:48.612Z","Included","auto","No","175258","1591","1101829","5999","1284677","0.53"
"2025-10-09T18:51:07.218Z","Included","auto","No","165689","588","881442","2948","1050667","0.45"
"2025-10-09T17:43:08.204Z","Included","auto","No","161260","1194","850440","4661","1017555","0.44"
"2025-10-09T17:39:31.990Z","Included","auto","No","17181","5393","1104740","3948","1131262","0.33"
"2025-10-09T17:35:36.179Z","Included","auto","No","15563","1615","1189082","4666","1210926","0.35"
"2025-10-09T17:29:43.739Z","Included","auto","No","16681","1432","981372","4887","1004372","0.30"
"2025-10-09T17:23:28.070Z","Included","auto","No","16863","1425","922293","5214","945795","0.28"
"2025-10-09T17:18:15.742Z","Included","auto","No","118560","1510","382864","6624","509558","0.29"
"2025-10-09T17:02:08.577Z","Included","auto","No","23335","1549","1919986","11827","1956697","0.58"
"2025-10-09T16:59:01.601Z","Included","auto","No","86969","1231","10945","1984","101129","0.12"
"2025-10-09T16:35:15.124Z","Included","auto","No","22888","1679","1422650","8106","1455323","0.44"
"2025-10-09T16:32:44.602Z","Included","auto","No","71306","1463","404085","2647","479501","0.21"
"2025-10-09T13:18:59.831Z","Included","auto","No","62288","13284","712728","4230","792530","0.30"
"2025-10-09T13:12:41.911Z","Included","auto","No","57096","2336","941470","9739","1010641","0.37"
"2025-10-09T13:07:29.283Z","Included","auto","No","29758","15810","196415","5327","247310","0.14"
"2025-10-09T12:45:21.563Z","Errored, Not Charged","auto","No","33202","7946","158416","3287","202851","0.11"
"2025-10-09T12:42:25.701Z","Included","auto","No","25573","10291","21219","2084","59167","0.06"
"2025-10-09T12:28:56.036Z","Included","auto","No","9355","986","85496","915","96752","0.04"
"2025-10-09T12:25:07.287Z","Errored, Not Charged","auto","No","9537","944","340209","3019","353709","0.12"
"2025-10-09T12:20:42.012Z","Included","auto","No","6672","382","107687","1443","116184","0.04"
"2025-10-09T12:18:59.748Z","Included","auto","No","11197","583","164532","2228","178540","0.07"
"2025-10-09T12:16:27.399Z","Included","auto","No","14857","1199","131958","1693","149707","0.06"
"2025-10-09T12:15:11.847Z","Included","auto","No","32695","9624","37225","597","80141","0.07"
"2025-10-09T12:09:53.428Z","Included","auto","No","44997","1218","300650","4470","351335","0.16"
"2025-10-09T12:07:24.889Z","Included","auto","No","58600","9813","113676","1593","183682","0.12"
"2025-10-09T12:00:37.099Z","Included","auto","No","140932","1164","461187","2629","605912","0.31"
"2025-10-09T10:11:47.648Z","Included","auto","No","14769","1639","1275079","5927","1297414","0.37"
"2025-10-09T10:06:54.062Z","Included","auto","No","127233","1632","825212","2943","957020","0.39"
"2025-10-09T10:03:19.146Z","Included","auto","No","122763","2698","1559826","4677","1689964","0.57"
"2025-10-09T10:00:30.529Z","Included","auto","No","112886","13366","1074332","5658","1206242","0.46"
"2025-10-09T09:29:07.940Z","Included","auto","No","104465","10143","1664764","6508","1785880","0.60"
"2025-10-08T16:56:14.750Z","Included","auto","No","95042","7105","849069","9572","960788","0.40"
"2025-10-08T16:50:12.273Z","Included","auto","No","71828","1820","639125","3784","716557","0.27"
"2025-10-08T16:36:39.638Z","Included","auto","No","39748","2501","975985","16323","1034557","0.39"
"2025-10-08T16:28:31.128Z","Included","auto","No","26657","1171","252663","4119","284610","0.12"
"2025-10-08T16:23:17.172Z","Included","auto","No","24696","10452","121556","3487","160191","0.10"
"2025-10-08T16:15:09.027Z","Included","auto","No","6104","9617","10804","584","27109","0.03"
"2025-10-08T15:51:08.037Z","Included","auto","No","69659","2531","1905866","9185","1987241","0.62"
"2025-10-08T15:41:44.481Z","Included","auto","No","39888","1634","543904","7258","592684","0.23"
"2025-10-08T15:37:30.787Z","Included","auto","No","27262","10617","229166","4462","271507","0.13"
"2025-10-08T15:30:27.070Z","Included","auto","No","24350","9881","178735","4039","217005","0.11"
"2025-10-08T15:15:06.742Z","Included","auto","No","34135","820","66774","942","102671","0.07"
"2025-10-08T14:24:28.270Z","Included","auto","No","21181","2985","72287","1442","97895","0.06"
"2025-10-08T13:30:06.079Z","Included","auto","No","3406","2544","83984","1456","91390","0.04"
"2025-10-08T13:28:41.286Z","Included","auto","No","18392","2684","118837","2478","142391","0.07"
"2025-10-08T13:13:22.966Z","Included","auto","No","59742","1203","10902","1344","73191","0.09"
"2025-10-08T13:08:05.500Z","Included","auto","No","7933","21683","685940","5246","720802","0.24"
"2025-10-08T13:07:55.360Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-10-08T13:03:15.615Z","Included","auto","No","49863","12598","545068","5149","612678","0.25"
"2025-10-08T12:59:36.906Z","Included","auto","No","42256","13546","243249","3618","302669","0.15"
"2025-10-08T12:49:00.037Z","Included","auto","No","200275","1098","429376","1898","632647","0.37"
"2025-10-08T12:43:38.239Z","Included","auto","No","197983","1610","2448128","6651","2654372","0.90"
"2025-10-08T12:39:47.790Z","Errored, Not Charged","auto","No","26456","765","3149124","10762","3187107","0.89"
"2025-10-08T12:37:36.480Z","Included","auto","No","4755","874","511615","2575","519819","0.15"
"2025-10-08T12:36:12.688Z","Included","auto","No","5906","773","163229","676","170584","0.05"
"2025-10-08T12:32:35.219Z","Included","auto","No","168318","1581","496715","2781","669395","0.35"
"2025-10-08T12:27:26.352Z","Included","auto","No","152330","1404","1120946","5943","1280623","0.51"
"2025-10-08T12:18:40.438Z","Included","auto","No","142962","5019","1722474","7862","1878317","0.66"
"2025-10-08T07:46:49.596Z","Included","auto","No","117002","37243","1573893","6531","1734669","0.63"
"2025-10-08T07:23:17.191Z","Included","auto","No","103564","17350","980511","5242","1106667","0.43"
"2025-10-08T07:16:41.334Z","Included","auto","No","19393","22991","1481746","7582","1531712","0.47"
"2025-10-08T07:11:22.978Z","Included","auto","No","7882","8257","406743","4435","427317","0.15"
"2025-10-08T07:07:30.814Z","Included","auto","No","9775","6460","300068","2448","318751","0.11"
"2025-10-08T07:02:50.370Z","Included","auto","No","66521","11982","656475","5202","740180","0.29"
"2025-10-08T06:55:19.292Z","Included","auto","No","56238","14571","385651","2683","459143","0.20"
"2025-10-08T06:48:03.684Z","Included","auto","No","51534","52429","851608","16843","972414","0.44"
"2025-10-08T06:36:28.061Z","Included","auto","No","18899","25409","981166","7370","1032844","0.34"
"2025-10-08T06:31:01.828Z","Included","auto","No","12033","6917","387709","3511","410170","0.14"
"2025-10-08T06:25:13.905Z","Included","auto","No","88106","11452","468229","6420","574207","0.28"
"2025-10-08T06:05:48.787Z","Included","auto","No","79498","88834","1140127","12914","1321373","0.57"
"2025-10-08T05:29:49.635Z","Included","auto","No","55784","12365","495382","3010","566541","0.23"
"2025-10-07T21:18:46.293Z","Included","auto","No","6169","554","240285","1548","248556","0.08"
"2025-10-07T21:12:49.989Z","Included","auto","No","29508","1628","840714","4130","875980","0.27"
"2025-10-07T21:00:23.305Z","Included","auto","No","73594","564","248508","1327","323993","0.16"
"2025-10-07T20:48:45.914Z","Included","auto","No","1210","510","312598","853","315171","0.09"
"2025-10-07T20:44:13.383Z","Included","auto","No","782","0","76571","208","77561","0.02"
"2025-10-07T20:40:15.456Z","Included","auto","No","6578","181","298552","442","305753","0.09"
"2025-10-07T20:37:28.617Z","Included","auto","No","8668","1079","855592","1651","866990","0.24"
"2025-10-07T20:32:18.450Z","Included","auto","No","40246","902","435838","2304","479290","0.17"
"2025-10-07T20:26:16.359Z","Included","auto","No","75119","626","216352","1744","293841","0.16"
"2025-10-07T20:21:14.030Z","Included","auto","No","6715","836","905617","2108","915276","0.25"
"2025-10-07T20:15:35.647Z","Included","auto","No","2473","585","655902","945","659905","0.17"
"2025-10-07T20:06:07.939Z","Included","auto","No","100399","910","328096","1467","430872","0.22"
"2025-10-07T19:52:24.711Z","Included","auto","No","5037","627","508761","2456","516881","0.15"
"2025-10-07T19:47:10.888Z","Included","auto","No","5990","784","864917","1952","873643","0.24"
"2025-10-07T19:38:39.123Z","Included","auto","No","8296","593","798395","4216","811500","0.24"
"2025-10-07T19:33:43.941Z","Included","auto","No","8313","844","897708","4335","911200","0.26"
"2025-10-07T19:27:09.929Z","Included","auto","No","9750","1025","1161861","2286","1174922","0.32"
"2025-10-07T19:21:48.902Z","Included","auto","No","9360","888","829144","2671","842063","0.24"
"2025-10-07T19:13:31.467Z","Included","auto","No","10293","929","1015886","3255","1030363","0.29"
"2025-10-07T19:04:28.132Z","Included","auto","No","44623","0","762262","3836","810721","0.27"
"2025-10-07T18:51:59.431Z","Included","auto","No","6590","942","243703","1221","252456","0.08"
"2025-10-07T18:45:17.022Z","Included","auto","No","24432","849","101929","993","128203","0.06"
"2025-10-07T18:24:59.888Z","Included","auto","No","12718","865","1602681","6299","1622563","0.46"
"2025-10-07T18:18:44.704Z","Included","auto","No","6638","0","521130","2690","530458","0.15"
"2025-10-07T18:15:45.647Z","Included","auto","No","2450","636","236726","862","240674","0.07"
"2025-10-07T18:11:09.892Z","Included","auto","No","2441","740","268969","999","273149","0.08"
"2025-10-07T18:05:21.103Z","Included","auto","No","25094","0","326847","2869","354810","0.13"
"2025-10-07T18:02:58.919Z","Included","auto","No","25610","842","220480","1234","248166","0.10"
"2025-10-07T17:59:23.506Z","Included","auto","No","18276","4055","1449279","10834","1482444","0.46"
"2025-10-07T17:57:37.300Z","Included","auto","No","108970","915","791640","4465","905990","0.36"
"2025-10-07T17:50:43.818Z","Included","auto","No","11293","2104","601042","5785","620224","0.20"
"2025-10-07T17:47:41.718Z","Included","auto","No","1457","1892","109195","1083","113627","0.04"
"2025-10-07T17:46:46.472Z","Included","auto","No","2057","802","69170","803","72832","0.03"
"2025-10-07T17:41:00.076Z","Included","auto","No","11767","1607","737109","4934","755417","0.23"
"2025-10-07T17:40:14.437Z","Included","auto","No","14914","0","28323","241","43478","0.03"
"2025-10-07T13:10:44.557Z","Included","auto","No","16693","1268","1420964","6828","1445753","0.42"
"2025-10-07T13:06:27.403Z","Included","auto","No","81102","688","611010","1895","694695","0.27"
"2025-10-07T13:01:58.385Z","Included","auto","No","8460","795","321611","5282","336148","0.12"
"2025-10-07T12:50:48.011Z","Included","auto","No","76382","957","448998","2867","529204","0.23"
"2025-10-07T12:44:28.500Z","Included","auto","No","63811","547","351658","2365","418381","0.18"
"2025-10-07T12:39:25.477Z","Included","auto","No","4857","628","419740","1197","426422","0.12"
"2025-10-07T12:35:19.830Z","Included","auto","No","1760","674","114055","861","117350","0.04"
"2025-10-07T12:29:50.632Z","Included","auto","No","7590","624","417764","3356","429334","0.13"
"2025-10-07T12:27:02.781Z","Included","auto","No","6802","560","359310","2929","369601","0.12"
"2025-10-07T12:23:16.212Z","Included","auto","No","34393","591","49375","872","85231","0.06"
"2025-10-07T11:55:07.834Z","Included","auto","No","33268","0","857781","7441","898490","0.30"
"2025-10-07T11:49:25.209Z","Included","auto","No","9933","2054","764141","3059","779187","0.22"
"2025-10-07T11:42:51.558Z","Included","auto","No","14851","1005","664821","3827","684504","0.21"
"2025-10-07T11:40:13.036Z","Included","auto","No","19745","882","257823","1544","279994","0.10"
"2025-10-07T09:08:46.646Z","Included","gemini-2.5-pro","No","0","106779","110878","743","218400","0.17"
"2025-10-07T09:08:35.683Z","Errored, Not Charged","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-10-07T08:37:12.813Z","Included","gemini-2.5-pro","No","0","106694","774","937","108405","0.14"
"2025-10-07T08:27:04.095Z","Included","gemini-2.5-pro","No","0","104918","755","866","106539","0.14"
"2025-10-07T08:23:21.012Z","Included","gemini-2.5-pro","No","0","99030","4665","693","104388","0.13"
"2025-10-07T08:12:28.827Z","Included","gemini-2.5-pro","No","0","96623","762","913","98298","0.13"
"2025-10-07T07:59:11.115Z","Included","gemini-2.5-pro","No","0","88450","4627","585","93662","0.12"
"2025-10-07T07:56:41.671Z","Included","gemini-2.5-pro","No","0","90273","743","757","91773","0.12"
"2025-10-07T07:34:27.455Z","Included","gemini-2.5-pro","No","0","85391","4627","557","90575","0.11"
"2025-10-07T06:52:08.590Z","Included","gemini-2.5-pro","No","0","5215","82972","972","89159","0.04"
"2025-10-07T06:50:35.764Z","Included","gemini-2.5-pro","No","0","83785","693","470","84948","0.11"
"2025-10-07T06:39:23.519Z","Included","gemini-2.5-pro","No","0","82673","737","699","84109","0.11"
"2025-10-07T06:31:57.571Z","Included","gemini-2.5-pro","No","0","81332","762","922","83016","0.11"
"2025-10-07T06:23:21.290Z","Included","gemini-2.5-pro","No","0","64390","4643","942","69975","0.09"
"2025-10-07T06:16:46.832Z","Included","gemini-2.5-pro","No","0","5090","62712","645","68447","0.03"
"2025-10-07T06:13:03.690Z","Included","gemini-2.5-pro","No","0","61742","4628","848","67218","0.09"
"2025-10-07T06:00:56.061Z","Included","gemini-2.5-pro","No","0","64189","762","886","65837","0.09"
"2025-10-07T05:54:31.565Z","Included","gemini-2.5-pro","No","0","63184","739","672","64595","0.09"
"2025-10-07T05:49:59.855Z","Included","gemini-2.5-pro","No","0","65877","58680","1549","126106","0.11"
"2025-10-07T04:46:45.140Z","Included","gemini-2.5-pro","No","0","59635","764","943","61342","0.08"
"2025-10-07T04:42:48.924Z","Included","gemini-2.5-pro","No","0","57776","776","1020","59572","0.08"
"2025-10-07T04:30:39.681Z","Included","gemini-2.5-pro","No","0","55907","750","797","57454","0.08"
"2025-10-06T14:20:39.153Z","Included","auto","No","0","107198","455207","1727","564132","0.26"
"2025-10-06T14:14:37.335Z","Included","auto","No","44305","44820","161638","716","251479","0.16"
"2025-10-06T14:03:34.342Z","Included","auto","No","0","37023","1101312","5056","1143391","0.35"
"2025-10-06T13:55:28.831Z","Included","auto","No","10424","236","73295","454","84409","0.03"
"2025-10-06T13:51:26.241Z","Included","auto","No","9591","216","51370","430","61607","0.03"
"2025-10-06T13:36:40.014Z","Included","auto","No","35007","730","537130","3672","576539","0.20"
"2025-10-06T13:29:02.516Z","Included","auto","No","7542","41130","694478","2415","745565","0.25"
"2025-10-06T13:23:18.883Z","Included","auto","No","41113","0","1275478","6624","1323215","0.41"
"2025-10-06T13:19:46.399Z","Included","auto","No","34541","25648","124237","2618","187044","0.12"
"2025-10-06T13:15:03.663Z","Included","auto","No","28304","1498","789118","4936","823856","0.26"
"2025-10-06T13:08:52.051Z","Included","auto","No","56054","53439","496146","2876","608515","0.28"
"2025-10-06T12:57:56.784Z","Included","auto","No","48870","708","494757","5213","549548","0.22"
"2025-10-06T12:17:40.971Z","Included","auto","No","12693","195","45982","548","59418","0.03"
"2025-10-06T07:21:51.207Z","Included","gemini-2.5-pro","No","0","49529","50573","348","100450","0.03"
"2025-10-06T07:17:53.824Z","Included","gemini-2.5-pro","No","0","98685","50929","1653","151267","0.10"
"2025-10-06T07:10:29.325Z","Included","gemini-2.5-pro","No","0","86324","4552","1310","92186","0.07"
"2025-10-06T07:05:24.004Z","Included","gemini-2.5-pro","No","0","78528","4502","1099","84129","0.07"
"2025-10-06T06:58:29.691Z","Included","gemini-2.5-pro","No","0","73996","4533","1388","79917","0.07"
"2025-10-06T06:55:26.279Z","Included","gemini-2.5-pro","No","0","74186","734","1689","76609","0.07"
"2025-10-06T06:50:41.460Z","Included","gemini-2.5-pro","No","0","34531","34667","582","69780","0.03"
"2025-10-06T06:49:26.169Z","Included","gemini-2.5-pro","No","0","66467","699","446","67612","0.06"
"2025-10-06T06:48:00.094Z","Included","gemini-2.5-pro","No","0","60647","4468","830","65945","0.05"
"2025-10-06T06:44:50.508Z","Included","gemini-2.5-pro","No","0","28412","34426","817","63655","0.02"
"2025-10-06T06:39:56.377Z","Included","gemini-2.5-pro","No","0","54988","4478","2078","61544","0.05"
"2025-10-06T06:32:03.907Z","Included","gemini-2.5-pro","No","0","51065","4453","1656","57174","0.05"
"2025-10-06T06:28:41.090Z","Included","gemini-2.5-pro","No","0","79407","4405","2143","85955","0.09"
"2025-10-06T06:23:20.610Z","Included","gemini-2.5-pro","No","0","50740","24396","1020","76156","0.06"
